rain,temperature,rh,dew_point,wind_speed,gust_speed,wind_ direction,planta,fruto,severidad,target
0,22.47,92.958,21.352,0,0,145,4,9,0,0
0,22.47,92.958,21.352,0,0,145,4,10,100,1
0,22.47,92.958,21.352,0,0,145,5,1,0,0
0,22.47,92.958,21.352,0,0,145,5,2,0,0
0,22.47,92.958,21.352,0,0,145,5,3,0,0
0,22.47,92.958,21.352,0,0,145,5,4,0,0
0,22.47,92.958,21.352,0,0,145,5,5,80,1
0,22.47,92.958,21.352,0,0,145,5,6,0,0
0,22.47,92.958,21.352,0,0,145,5,7,0,0
0,22.47,92.958,21.352,0,0,145,5,8,0,0
0,22.47,92.958,21.352,0,0,145,5,9,0,0
0,22.47,92.958,21.352,0,0,145,5,10,0,0
0,22.47,92.958,21.352,0,0,145,6,1,0,0
0,22.47,92.958,21.352,0,0,145,6,2,0,0
0,22.47,92.958,21.352,0,0,145,6,3,0,0
0,22.47,92.958,21.352,0,0,145,6,4,0,0
0,22.47,92.958,21.352,0,0,145,6,5,0,0
0,22.47,92.958,21.352,0,0,145,6,6,0,0
0,22.47,92.958,21.352,0,0,145,6,7,0,0
0,22.47,92.958,21.352,0,0,145,6,8,0,0
0,22.47,92.958,21.352,0,0,145,6,9,0,0
0,22.47,92.958,21.352,0,0,145,6,10,0,0
0,22.47,92.958,21.352,0,0,145,7,1,0,0
0,22.47,92.958,21.352,0,0,145,7,2,0,0
0,22.47,92.958,21.352,0,0,145,7,3,0,0
0,22.47,92.958,21.352,0,0,145,7,4,0,0
0,22.47,92.958,21.352,0,0,145,7,5,0,0
0,22.47,92.958,21.352,0,0,145,7,6,0,0
0,22.47,92.958,21.352,0,0,145,7,7,0,0
0,22.47,92.958,21.352,0,0,145,7,8,0,0
0,22.47,92.958,21.352,0,0,145,7,9,0,0
0,22.47,92.958,21.352,0,0,145,7,10,0,0
0,22.47,92.958,21.352,0,0,145,8,1,0,0
0,22.47,92.958,21.352,0,0,145,8,2,0,0
0,22.47,92.958,21.352,0,0,145,8,3,0,0
0,22.47,92.958,21.352,0,0,145,8,4,0,0
0,22.47,92.958,21.352,0,0,145,8,5,0,0
0,22.47,92.958,21.352,0,0,145,8,6,0,0
0,22.47,92.958,21.352,0,0,145,8,7,0,0
0,22.47,92.958,21.352,0,0,145,8,8,0,0
0,22.47,92.958,21.352,0,0,145,8,9,0,0
0,22.47,92.958,21.352,0,0,145,8,10,0,0
0,22.47,92.958,21.352,0,0,145,9,1,0,0
0,22.47,92.958,21.352,0,0,145,9,2,0,0
0,22.47,92.958,21.352,0,0,145,9,3,0,0
0,22.47,92.958,21.352,0,0,145,9,4,100,1
0,22.47,92.958,21.352,0,0,145,9,5,0,0
0,22.47,92.958,21.352,0,0,145,9,6,75,1
0,22.47,92.958,21.352,0,0,145,9,7,30,1
0,22.47,92.958,21.352,0,0,145,9,8,100,1
0,22.47,92.958,21.352,0,0,145,9,9,0,0
0,22.47,92.958,21.352,0,0,145,9,10,0,0
0,22.47,92.958,21.352,0,0,145,10,1,0,0
0,22.47,92.958,21.352,0,0,145,10,2,0,0
0,22.47,92.958,21.352,0,0,145,10,3,0,0
0,22.47,92.958,21.352,0,0,145,10,4,0,0
0,22.47,92.958,21.352,0,0,145,10,5,0,0
0,22.47,92.958,21.352,0,0,145,10,6,0,0
0,22.47,92.958,21.352,0,0,145,10,7,0,0
0,22.47,92.958,21.352,0,0,145,10,8,0,0
0,22.47,92.958,21.352,0,0,145,10,9,0,0
0,22.47,92.958,21.352,0,0,145,10,10,0,0
0,23.456,94.319,21.976,0,0,170,1,1,0,0
0,23.456,94.319,21.976,0,0,170,1,2,0,0
0,23.456,94.319,21.976,0,0,170,1,3,0,0
0,23.456,94.319,21.976,0,0,170,1,4,0,0
0,23.456,94.319,21.976,0,0,170,1,5,0,0
0,23.456,94.319,21.976,0,0,170,1,6,0,0
0,23.456,94.319,21.976,0,0,170,1,7,0,0
0,23.456,94.319,21.976,0,0,170,1,8,0,0
0,23.456,94.319,21.976,0,0,170,1,9,0,0
0,23.456,94.319,21.976,0,0,170,1,10,100,1
0,23.456,94.319,21.976,0,0,170,2,1,0,0
0,23.456,94.319,21.976,0,0,170,2,2,80,1
0,23.456,94.319,21.976,0,0,170,2,3,0,0
0,23.456,94.319,21.976,0,0,170,2,4,0,0
0,23.456,94.319,21.976,0,0,170,2,5,80,1
0,23.456,94.319,21.976,0,0,170,2,6,80,1
0,23.456,94.319,21.976,0,0,170,2,7,0,0
0,23.456,94.319,21.976,0,0,170,2,8,0,0
0,23.456,94.319,21.976,0,0,170,2,9,0,0
0,23.456,94.319,21.976,0,0,170,2,10,0,0
0,23.456,94.319,21.976,0,0,170,3,1,0,0
0,23.456,94.319,21.976,0,0,170,3,2,0,0
0,23.456,94.319,21.976,0,0,170,3,3,0,0
0,23.456,94.319,21.976,0,0,170,3,4,0,0
0,23.456,94.319,21.976,0,0,170,3,5,0,0
0,23.456,94.319,21.976,0,0,170,3,6,0,0
0,23.456,94.319,21.976,0,0,170,3,7,0,0
0,23.456,94.319,21.976,0,0,170,3,8,0,0
0,23.456,94.319,21.976,0,0,170,3,9,100,1
0,23.456,94.319,21.976,0,0,170,3,10,0,0
0,23.456,94.319,21.976,0,0,170,4,1,0,0
0,23.456,94.319,21.976,0,0,170,4,2,0,0
0,23.456,94.319,21.976,0,0,170,4,3,0,0
0,23.456,94.319,21.976,0,0,170,4,4,0,0
0,23.456,94.319,21.976,0,0,170,4,5,100,1
0,23.456,94.319,21.976,0,0,170,4,6,0,0
0,23.456,94.319,21.976,0,0,170,4,7,0,0
0,23.456,94.319,21.976,0,0,170,4,8,0,0
0,23.456,94.319,21.976,0,0,170,4,9,0,0
0,23.456,94.319,21.976,0,0,170,4,10,0,0
0,23.456,94.319,21.976,0,0,170,5,1,0,0
0,23.456,94.319,21.976,0,0,170,5,2,0,0
0,23.456,94.319,21.976,0,0,170,5,3,100,1
0,23.456,94.319,21.976,0,0,170,5,4,0,0
0,23.456,94.319,21.976,0,0,170,5,5,0,0
0,23.456,94.319,21.976,0,0,170,5,6,0,0
0,23.456,94.319,21.976,0,0,170,5,7,100,1
0,23.456,94.319,21.976,0,0,170,5,8,0,0
0,23.456,94.319,21.976,0,0,170,5,9,0,0
0,23.456,94.319,21.976,0,0,170,5,10,0,0
0,23.456,94.319,21.976,0,0,170,6,1,0,0
0,23.456,94.319,21.976,0,0,170,6,2,0,0
0,23.456,94.319,21.976,0,0,170,6,3,0,0
0,23.456,94.319,21.976,0,0,170,6,4,0,0
0,23.456,94.319,21.976,0,0,170,6,5,0,0
0,23.456,94.319,21.976,0,0,170,6,6,0,0
0,23.456,94.319,21.976,0,0,170,6,7,0,0
0,23.456,94.319,21.976,0,0,170,6,8,0,0
0,23.456,94.319,21.976,0,0,170,6,9,80,1
0,23.456,94.319,21.976,0,0,170,6,10,100,1
0,23.456,94.319,21.976,0,0,170,7,1,100,1
0,23.456,94.319,21.976,0,0,170,7,2,0,0
0,23.456,94.319,21.976,0,0,170,7,3,0,0
0,23.456,94.319,21.976,0,0,170,7,4,0,0
0,23.456,94.319,21.976,0,0,170,7,5,0,0
0,23.456,94.319,21.976,0,0,170,7,6,0,0
0,23.456,94.319,21.976,0,0,170,7,7,0,0
0,23.456,94.319,21.976,0,0,170,7,8,0,0
0,23.456,94.319,21.976,0,0,170,7,9,0,0
0,23.456,94.319,21.976,0,0,170,7,10,0,0
0,23.456,94.319,21.976,0,0,170,8,1,0,0
0,23.456,94.319,21.976,0,0,170,8,2,0,0
0,23.456,94.319,21.976,0,0,170,8,3,100,1
0,23.456,94.319,21.976,0,0,170,8,4,0,0
0,23.456,94.319,21.976,0,0,170,8,5,90,1
0,23.456,94.319,21.976,0,0,170,8,6,0,0
0,23.456,94.319,21.976,0,0,170,8,7,0,0
0,23.456,94.319,21.976,0,0,170,8,8,0,0
0,23.456,94.319,21.976,0,0,170,8,9,0,0
0,23.456,94.319,21.976,0,0,170,8,10,0,0
0,23.456,94.319,21.976,0,0,170,9,1,10,1
0,23.456,94.319,21.976,0,0,170,9,2,0,0
0,23.456,94.319,21.976,0,0,170,9,3,0,0
0,23.456,94.319,21.976,0,0,170,9,4,100,1
0,23.456,94.319,21.976,0,0,170,9,5,0,0
0,23.456,94.319,21.976,0,0,170,9,6,0,0
0,23.456,94.319,21.976,0,0,170,9,7,0,0
0,23.456,94.319,21.976,0,0,170,9,8,0,0
0,23.456,94.319,21.976,0,0,170,9,9,90,1
0,23.456,94.319,21.976,0,0,170,9,10,0,0
0,23.456,94.319,21.976,0,0,170,10,1,0,0
0,23.456,94.319,21.976,0,0,170,10,2,0,0
0,23.456,94.319,21.976,0,0,170,10,3,100,1
0,23.456,94.319,21.976,0,0,170,10,4,0,0
0,23.456,94.319,21.976,0,0,170,10,5,50,1
0,23.456,94.319,21.976,0,0,170,10,6,0,0
0,23.456,94.319,21.976,0,0,170,10,7,0,0
0,23.456,94.319,21.976,0,0,170,10,8,100,1
0,23.456,94.319,21.976,0,0,170,10,9,0,0
0,23.456,94.319,21.976,0,0,170,10,10,0,0
